##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,,,0.0392,0.0358,0.0359,0.0354,0.035,0.0356,0.0361,0.0349,0.0343,0.0337,0.0357,,,0.4455,0.3841,0.3926,0.3698,0.3645,0.3779,0.3728,0.3652,0.3845,0.5104,0.4712,,,0.3814,0.3536,0.3624,0.4091,0.397,0.396,0.3961,0.3931,0.4082,0.3701,0.3317
,,0.0359,0.035,0.0358,0.0357,0.0356,0.0346,0.0347,0.0346,,,,,,0.5072,0.4294,0.4606,0.4605,0.4109,0.4274,0.4049,0.4014,,,,,,0.3642,0.3106,0.3266,0.3342,0.3733,0.3693,0.3626,0.3596,,,,
,,0.0354,0.037,0.0355,0.0354,0.0348,0.0346,0.0357,0.0356,,,,,,0.5249,0.4523,0.4972,0.4812,0.4357,0.4452,0.4246,0.4258,,,,,,0.3767,0.3255,0.3504,0.3459,0.3874,0.3798,0.376,0.3747,,,,
,,0.0372,0.0392,0.0346,0.0357,0.0349,0.035,0.0359,0.0342,,,,,,0.533,0.4333,0.5429,0.5243,0.4552,0.4753,0.4464,0.473,,,,,,0.3794,0.3108,0.3771,0.375,0.4019,0.4034,0.3908,0.41,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: Plate_1-19-2020; Date Last Saved: 1/19/2020 3:27:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" TemperatureToSet=""25"" WaitTemperatureToRise=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Tris1"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Tris2"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate1"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate2"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
