PST,Temp_degC,mV,pH
2020-03-03T10:55:35Z,23.12,-83.58,7.96
2020-03-03T10:55:40Z,23.12,-83.58,7.96
2020-03-03T10:55:45Z,23.12,-89.5,8.06
2020-03-03T10:55:50Z,23.12,-83.63,7.96
2020-03-03T10:55:55Z,23.12,-83.61,7.96
2020-03-03T10:56:00Z,23.12,-83.61,7.96
2020-03-03T10:56:05Z,23.12,-83.6,7.96
2020-03-03T10:56:10Z,23.15,-83.61,7.96
2020-03-03T10:56:15Z,23.15,-83.61,7.96
2020-03-03T10:56:20Z,23.15,-83.61,7.96
2020-03-03T10:56:25Z,23.15,-83.61,7.96
2020-03-03T10:56:30Z,23.15,-83.61,7.96
2020-03-03T10:56:35Z,23.15,-85.25,7.99
2020-03-03T10:56:40Z,23.17,-83.61,7.96
2020-03-03T10:56:45Z,23.17,-83.64,7.96
2020-03-03T10:56:50Z,23.17,-83.63,7.96
2020-03-03T10:56:55Z,23.17,-83.63,7.96
2020-03-03T10:57:00Z,23.17,-84.13,7.97
2020-03-03T10:57:05Z,23.17,-83.8,7.97
2020-03-03T10:57:10Z,23.17,-83.72,7.96
2020-03-03T10:57:15Z,23.17,-83.67,7.96
2020-03-03T10:57:20Z,23.2,-83.66,7.96
2020-03-03T10:57:25Z,23.2,-83.69,7.96
2020-03-03T10:57:30Z,23.2,-83.66,7.96
2020-03-03T10:57:35Z,23.2,-83.64,7.96
2020-03-03T10:57:40Z,23.2,-83.63,7.96
2020-03-03T10:57:45Z,23.2,-83.74,7.97
2020-03-03T10:57:50Z,23.2,-83.64,7.96
2020-03-03T10:57:55Z,23.2,-83.63,7.96
2020-03-03T10:58:00Z,23.2,-83.63,7.96
2020-03-03T10:58:05Z,23.2,-83.63,7.96
2020-03-03T10:58:10Z,23.22,-83.63,7.96
2020-03-03T10:58:15Z,23.22,-83.61,7.96
2020-03-03T10:58:20Z,23.22,-83.61,7.96
2020-03-03T10:58:25Z,23.22,-83.61,7.96
2020-03-03T10:58:30Z,23.22,-83.61,7.96
2020-03-03T10:58:35Z,23.22,-83.63,7.96
2020-03-03T10:58:40Z,23.22,-83.61,7.96
2020-03-03T10:58:45Z,23.22,-83.35,7.96
2020-03-03T10:58:50Z,23.22,-82.19,7.94
2020-03-03T10:58:55Z,23.22,-83.67,7.96
2020-03-03T10:59:00Z,23.22,-83.63,7.96
2020-03-03T10:59:05Z,23.22,-83.63,7.96
2020-03-03T10:59:10Z,23.24,-83.63,7.96
2020-03-03T10:59:15Z,23.24,-83.63,7.96
2020-03-03T10:59:20Z,23.24,-83.63,7.96
2020-03-03T10:59:25Z,23.24,-83.63,7.96
2020-03-03T10:59:30Z,23.24,-83.63,7.96
2020-03-03T10:59:35Z,23.24,-83.63,7.96
2020-03-03T10:59:40Z,23.24,-83.63,7.96
2020-03-03T10:59:45Z,23.24,-83.63,7.96
2020-03-03T10:59:50Z,23.27,-83.63,7.96
2020-03-03T10:59:55Z,23.27,-83.63,7.96
2020-03-03T11:00:00Z,23.27,-83.63,7.96
2020-03-03T11:00:05Z,23.27,-83.63,7.96
2020-03-03T11:00:10Z,23.27,-83.63,7.96
2020-03-03T11:00:15Z,23.27,-83.63,7.96
2020-03-03T11:00:20Z,23.27,-83.63,7.96
2020-03-03T11:00:25Z,23.27,-83.63,7.96
2020-03-03T11:00:30Z,23.27,-83.63,7.96
2020-03-03T11:00:35Z,23.27,-83.66,7.96
2020-03-03T11:00:40Z,23.29,-83.64,7.96
2020-03-03T11:00:45Z,23.29,-83.64,7.96
2020-03-03T11:00:50Z,23.29,-83.64,7.96
2020-03-03T11:00:55Z,23.29,-83.64,7.96
2020-03-03T11:01:00Z,23.29,-83.77,7.97
2020-03-03T11:01:05Z,23.29,-83.71,7.96
2020-03-03T11:01:10Z,23.29,-83.66,7.96
2020-03-03T11:01:15Z,23.29,-83.67,7.96
2020-03-03T11:01:20Z,23.29,-83.66,7.96
2020-03-03T11:01:25Z,23.29,-83.67,7.96
2020-03-03T11:01:30Z,23.29,-83.67,7.96
2020-03-03T11:01:35Z,23.29,-83.67,7.96
2020-03-03T11:01:40Z,23.29,-83.74,7.96
2020-03-03T11:01:45Z,23.29,-83.67,7.96
2020-03-03T11:01:50Z,23.29,-83.67,7.96
2020-03-03T11:01:55Z,23.32,-83.67,7.96
2020-03-03T11:02:00Z,23.32,-85.67,8
2020-03-03T11:02:05Z,23.32,-83.72,7.96
2020-03-03T11:02:10Z,23.32,-83.69,7.96
2020-03-03T11:02:15Z,23.32,-83.72,7.96
2020-03-03T11:02:20Z,23.32,-83.71,7.96
2020-03-03T11:02:25Z,23.32,-83.69,7.96
2020-03-03T11:02:30Z,23.32,-83.69,7.96
2020-03-03T11:02:35Z,23.32,-83.69,7.96
2020-03-03T11:02:40Z,23.32,-83.66,7.96
2020-03-03T11:02:45Z,23.32,-83.67,7.96
2020-03-03T11:02:50Z,23.32,-83.71,7.96
2020-03-03T11:02:55Z,23.34,-83.71,7.96
2020-03-03T11:03:00Z,23.34,-83.71,7.96
2020-03-03T11:03:05Z,23.34,-83.71,7.96
2020-03-03T11:03:10Z,23.34,-83.71,7.96
2020-03-03T11:03:15Z,23.34,-83.71,7.96
2020-03-03T11:03:20Z,23.34,-83.71,7.96
2020-03-03T11:03:25Z,23.34,-83.72,7.96
2020-03-03T11:03:30Z,23.34,-83.72,7.96
2020-03-03T11:03:35Z,23.34,-83.71,7.96
2020-03-03T11:03:40Z,23.34,-83.72,7.96
2020-03-03T11:03:45Z,23.34,-83.72,7.96
2020-03-03T11:03:50Z,23.34,-83.72,7.96
2020-03-03T11:03:55Z,23.34,-83.72,7.96
2020-03-03T11:04:00Z,23.34,-83.72,7.96
2020-03-03T11:04:05Z,23.36,-83.71,7.96
2020-03-03T11:04:10Z,23.36,-83.63,7.96
2020-03-03T11:04:15Z,23.36,-83.67,7.96
2020-03-03T11:04:20Z,23.36,-83.69,7.96
2020-03-03T11:04:25Z,23.36,-83.74,7.96
2020-03-03T11:04:30Z,23.36,-83.8,7.97
2020-03-03T11:04:35Z,23.36,-83.77,7.97
2020-03-03T11:04:40Z,23.36,-83.78,7.97
2020-03-03T11:04:45Z,23.36,-83.74,7.96
2020-03-03T11:04:50Z,23.36,-83.74,7.96
2020-03-03T11:04:55Z,23.36,-83.74,7.96
2020-03-03T11:05:00Z,23.36,-83.75,7.96
2020-03-03T11:05:05Z,23.36,-83.75,7.96
2020-03-03T11:05:10Z,23.36,-83.71,7.96
2020-03-03T11:05:15Z,23.36,-83.69,7.96
2020-03-03T11:05:20Z,23.36,-83.67,7.96
2020-03-03T11:05:25Z,23.39,-83.66,7.96
2020-03-03T11:05:30Z,23.39,-83.66,7.96
2020-03-03T11:05:35Z,23.39,-83.64,7.96
2020-03-03T11:05:40Z,23.41,-83.63,7.96
2020-03-03T11:05:45Z,23.41,-83.61,7.96
2020-03-03T11:05:50Z,23.41,-83.6,7.96
2020-03-03T11:05:55Z,23.44,-83.6,7.96
2020-03-03T11:06:00Z,23.44,-83.6,7.96
2020-03-03T11:06:05Z,23.46,-83.57,7.96
2020-03-03T11:06:10Z,23.46,-83.57,7.96
2020-03-03T11:06:15Z,23.46,-83.55,7.96
2020-03-03T11:06:20Z,23.48,-83.53,7.96
2020-03-03T11:06:25Z,23.48,-83.52,7.96
2020-03-03T11:06:30Z,23.51,-83.5,7.96
2020-03-03T11:06:35Z,23.51,-83.5,7.96
2020-03-03T11:06:40Z,23.53,-83.49,7.96
2020-03-03T11:06:45Z,23.53,-83.47,7.96
2020-03-03T11:06:50Z,23.56,-83.46,7.96
2020-03-03T11:06:55Z,23.56,-83.46,7.96
2020-03-03T11:07:00Z,23.58,-83.44,7.96
2020-03-03T11:07:05Z,23.58,-83.44,7.96
2020-03-03T11:07:10Z,23.6,-83.42,7.96
2020-03-03T11:07:15Z,23.6,-83.41,7.96
2020-03-03T11:07:20Z,23.63,-83.41,7.96
2020-03-03T11:07:25Z,23.65,-83.39,7.96
2020-03-03T11:07:30Z,23.65,-83.39,7.96
2020-03-03T11:07:35Z,23.68,-83.38,7.96
2020-03-03T11:07:40Z,23.68,-83.36,7.96
2020-03-03T11:07:45Z,23.7,-83.36,7.96
2020-03-03T11:07:50Z,23.72,-83.35,7.96
2020-03-03T11:07:55Z,23.72,-83.35,7.96
2020-03-03T11:08:00Z,23.75,-83.35,7.96
2020-03-03T11:08:05Z,23.77,-83.33,7.96
2020-03-03T11:08:10Z,23.77,-83.33,7.96
2020-03-03T11:08:15Z,23.8,-83.32,7.96
2020-03-03T11:08:20Z,23.8,-83.32,7.96
2020-03-03T11:08:25Z,23.82,-83.32,7.96
2020-03-03T11:08:30Z,23.85,-83.32,7.96
2020-03-03T11:08:35Z,23.85,-83.28,7.96
2020-03-03T11:08:40Z,23.87,-83.28,7.96
2020-03-03T11:08:45Z,23.87,-83.28,7.96
2020-03-03T11:08:50Z,23.89,-83.27,7.95
2020-03-03T11:08:55Z,23.89,-83.27,7.95
2020-03-03T11:09:00Z,23.92,-83.27,7.95
2020-03-03T11:09:05Z,23.92,-83.25,7.95
2020-03-03T11:09:10Z,23.94,-83.25,7.95
2020-03-03T11:09:15Z,23.94,-83.25,7.95
2020-03-03T11:09:20Z,23.94,-83.24,7.95
2020-03-03T11:09:25Z,23.97,-83.24,7.95
2020-03-03T11:09:30Z,23.97,-83.24,7.95
2020-03-03T11:09:35Z,23.97,-83.22,7.95
2020-03-03T11:09:40Z,23.99,-83.22,7.95
2020-03-03T11:09:45Z,23.99,-83.22,7.95
2020-03-03T11:09:50Z,24.01,-83.21,7.95
2020-03-03T11:09:55Z,24.01,-83.21,7.95
2020-03-03T11:10:00Z,24.01,-83.21,7.95
2020-03-03T11:10:05Z,24.01,-83.19,7.95
2020-03-03T11:10:10Z,24.04,-83.19,7.95
2020-03-03T11:10:15Z,24.04,-83.17,7.95
2020-03-03T11:10:20Z,24.04,-83.16,7.95
2020-03-03T11:10:25Z,24.06,-83.16,7.95
2020-03-03T11:10:30Z,24.06,-83.16,7.95
2020-03-03T11:10:35Z,24.06,-83.16,7.95
2020-03-03T11:10:40Z,24.09,-83.14,7.95
2020-03-03T11:10:45Z,24.09,-83.14,7.95
2020-03-03T11:10:50Z,24.09,-83.14,7.95
2020-03-03T11:10:55Z,24.11,-83.14,7.95
2020-03-03T11:11:00Z,24.11,-83.13,7.95
2020-03-03T11:11:05Z,24.11,-83.13,7.95
2020-03-03T11:11:10Z,24.13,-83.11,7.95
2020-03-03T11:11:15Z,24.13,-83.11,7.95
2020-03-03T11:11:20Z,24.13,-83.11,7.95
2020-03-03T11:11:25Z,24.16,-83.1,7.95
2020-03-03T11:11:30Z,24.16,-83.1,7.95
2020-03-03T11:11:35Z,24.16,-83.1,7.95
2020-03-03T11:11:40Z,24.18,-83.08,7.95
2020-03-03T11:11:45Z,24.18,-83.08,7.95
2020-03-03T11:11:50Z,24.18,-83.08,7.95
2020-03-03T11:11:55Z,24.18,-83.16,7.95
2020-03-03T11:12:00Z,24.21,-83.58,7.96
2020-03-03T11:12:05Z,24.21,-83.25,7.95
2020-03-03T11:12:10Z,24.21,-83.13,7.95
2020-03-03T11:12:15Z,24.23,-83.08,7.95
2020-03-03T11:12:20Z,24.23,-83.08,7.95
2020-03-03T11:12:25Z,24.23,-83.11,7.95
2020-03-03T11:12:30Z,24.23,-83.08,7.95
2020-03-03T11:12:35Z,24.25,-83.07,7.95
2020-03-03T11:12:40Z,24.25,-83.05,7.95
2020-03-03T11:12:45Z,24.25,-83.05,7.95
2020-03-03T11:12:50Z,24.25,-83.03,7.95
2020-03-03T11:12:55Z,24.25,-83.03,7.95
2020-03-03T11:13:00Z,24.28,-83.05,7.95
2020-03-03T11:13:05Z,24.28,-83.03,7.95
2020-03-03T11:13:10Z,24.28,-83.03,7.95
2020-03-03T11:13:15Z,24.28,-83.03,7.95
2020-03-03T11:13:20Z,24.28,-83.02,7.95
2020-03-03T11:13:25Z,24.28,-83.02,7.95
2020-03-03T11:13:30Z,24.3,-83.02,7.95
2020-03-03T11:13:35Z,24.3,-83.02,7.95
2020-03-03T11:13:40Z,24.3,-83.02,7.95
2020-03-03T11:13:45Z,24.3,-83.02,7.95
2020-03-03T11:13:50Z,24.3,-83,7.95
2020-03-03T11:13:55Z,24.3,-83,7.95
2020-03-03T11:14:00Z,24.3,-83,7.95
2020-03-03T11:14:05Z,24.33,-83,7.95
2020-03-03T11:14:10Z,24.33,-83,7.95
2020-03-03T11:14:15Z,24.33,-83,7.95
2020-03-03T11:14:20Z,24.33,-83,7.95
2020-03-03T11:14:25Z,24.33,-82.99,7.95
2020-03-03T11:14:30Z,24.33,-83,7.95
2020-03-03T11:14:35Z,24.33,-82.99,7.95
2020-03-03T11:14:40Z,24.33,-83,7.95
2020-03-03T11:14:45Z,24.35,-82.99,7.95
2020-03-03T11:14:50Z,24.35,-82.99,7.95
2020-03-03T11:14:55Z,24.35,-83,7.95
2020-03-03T11:15:00Z,24.35,-82.99,7.95
2020-03-03T11:15:05Z,24.35,-82.99,7.95
2020-03-03T11:15:10Z,24.35,-83,7.95
2020-03-03T11:15:15Z,24.35,-82.99,7.95
2020-03-03T11:15:20Z,24.35,-83,7.95
2020-03-03T11:15:25Z,24.35,-83,7.95
2020-03-03T11:15:30Z,24.38,-82.99,7.95
2020-03-03T11:15:35Z,24.38,-82.99,7.95
2020-03-03T11:15:40Z,24.38,-82.99,7.95
2020-03-03T11:15:45Z,24.38,-83,7.95
2020-03-03T11:15:50Z,24.38,-83,7.95
2020-03-03T11:15:55Z,24.38,-83,7.95
2020-03-03T11:16:00Z,24.38,-83,7.95
2020-03-03T11:16:05Z,24.38,-82.99,7.95
2020-03-03T11:16:10Z,24.38,-82.99,7.95
2020-03-03T11:16:15Z,24.4,-82.99,7.95
2020-03-03T11:16:20Z,24.4,-83,7.95
2020-03-03T11:16:25Z,24.4,-83,7.95
2020-03-03T11:16:30Z,24.4,-83,7.95
2020-03-03T11:16:35Z,24.4,-82.99,7.95
2020-03-03T11:16:40Z,24.4,-83,7.95
2020-03-03T11:16:45Z,24.4,-83,7.95
2020-03-03T11:16:50Z,24.4,-83,7.95
2020-03-03T11:16:55Z,24.4,-83,7.95
2020-03-03T11:17:00Z,24.4,-83,7.95
2020-03-03T11:17:05Z,24.4,-83,7.95
2020-03-03T11:17:10Z,24.4,-83,7.95
2020-03-03T11:17:15Z,24.4,-83,7.95
2020-03-03T11:17:20Z,24.42,-83,7.95
2020-03-03T11:17:25Z,24.42,-83,7.95
2020-03-03T11:17:30Z,24.42,-83,7.95
2020-03-03T11:17:35Z,24.42,-83,7.95
2020-03-03T11:17:40Z,24.42,-83,7.95
2020-03-03T11:17:45Z,24.42,-83,7.95
2020-03-03T11:17:50Z,24.42,-83,7.95
2020-03-03T11:17:55Z,24.42,-83,7.95
2020-03-03T11:18:00Z,24.42,-83,7.95
2020-03-03T11:18:05Z,24.42,-83,7.95
2020-03-03T11:18:10Z,24.42,-83,7.95
2020-03-03T11:18:15Z,24.42,-83,7.95
2020-03-03T11:18:20Z,24.42,-83,7.95
2020-03-03T11:18:25Z,24.42,-83.02,7.95
2020-03-03T11:18:30Z,24.45,-83.02,7.95
2020-03-03T11:18:35Z,24.45,-83,7.95
2020-03-03T11:18:40Z,24.45,-83.02,7.95
2020-03-03T11:18:45Z,24.45,-83,7.95
2020-03-03T11:18:50Z,24.45,-83,7.95
2020-03-03T11:18:55Z,24.45,-83,7.95
2020-03-03T11:19:00Z,24.45,-83,7.95
2020-03-03T11:19:05Z,24.45,-83,7.95
2020-03-03T11:19:10Z,24.45,-83.02,7.95
2020-03-03T11:19:15Z,24.45,-83,7.95
2020-03-03T11:19:20Z,24.45,-83.02,7.95
2020-03-03T11:19:25Z,24.45,-83.02,7.95
2020-03-03T11:19:30Z,24.45,-83.02,7.95
2020-03-03T11:19:35Z,24.45,-83,7.95
2020-03-03T11:19:40Z,24.45,-83,7.95
2020-03-03T11:19:45Z,24.45,-83.02,7.95
2020-03-03T11:19:50Z,24.45,-83,7.95
2020-03-03T11:19:55Z,24.45,-83,7.95
2020-03-03T11:20:00Z,24.45,-83,7.95
2020-03-03T11:20:05Z,24.45,-83.02,7.95
2020-03-03T11:20:10Z,24.45,-83.02,7.95
2020-03-03T11:20:15Z,24.45,-83.02,7.95
2020-03-03T11:20:20Z,24.45,-83.02,7.95
2020-03-03T11:20:25Z,24.45,-83.02,7.95
2020-03-03T11:20:30Z,24.45,-83.02,7.95
2020-03-03T11:20:35Z,24.45,-83.02,7.95
2020-03-03T11:20:40Z,24.45,-83.02,7.95
2020-03-03T11:20:45Z,24.45,-83.03,7.95
2020-03-03T11:20:50Z,24.45,-83.02,7.95
2020-03-03T11:20:55Z,24.45,-83.02,7.95
2020-03-03T11:21:00Z,24.45,-83.02,7.95
2020-03-03T11:21:05Z,24.45,-83.03,7.95
2020-03-03T11:21:10Z,24.45,-83.03,7.95
2020-03-03T11:21:15Z,24.45,-83.02,7.95
2020-03-03T11:21:20Z,24.45,-83.03,7.95
2020-03-03T11:21:25Z,24.45,-83.03,7.95
2020-03-03T11:21:30Z,24.45,-83.03,7.95
2020-03-03T11:21:35Z,24.45,-83.03,7.95
2020-03-03T11:21:40Z,24.45,-83.03,7.95
2020-03-03T11:21:45Z,24.45,-83.03,7.95
2020-03-03T11:21:50Z,24.45,-83.05,7.95
2020-03-03T11:21:55Z,24.45,-83.03,7.95
2020-03-03T11:22:00Z,24.45,-83.03,7.95
2020-03-03T11:22:05Z,24.45,-83.05,7.95
2020-03-03T11:22:10Z,24.47,-83.05,7.95
2020-03-03T11:22:15Z,24.47,-83.05,7.95
2020-03-03T11:22:20Z,24.47,-83.05,7.95
2020-03-03T11:22:25Z,24.47,-83.05,7.95
2020-03-03T11:22:30Z,24.47,-83.07,7.95
2020-03-03T11:22:35Z,24.47,-83.05,7.95
2020-03-03T11:22:40Z,24.47,-83.07,7.95
2020-03-03T11:22:45Z,24.47,-83.07,7.95
2020-03-03T11:22:50Z,24.47,-83.07,7.95
2020-03-03T11:22:55Z,24.47,-83.07,7.95
2020-03-03T11:23:00Z,24.47,-83.08,7.95
2020-03-03T11:23:05Z,24.47,-83.08,7.95
2020-03-03T11:23:10Z,24.47,-83.08,7.95
2020-03-03T11:23:15Z,24.47,-83.08,7.95
2020-03-03T11:23:20Z,24.47,-83.08,7.95
2020-03-03T11:23:25Z,24.47,-83.08,7.95
2020-03-03T11:23:30Z,24.47,-83.08,7.95
2020-03-03T11:23:35Z,24.47,-83.1,7.95
2020-03-03T11:23:40Z,24.47,-83.1,7.95
2020-03-03T11:23:45Z,24.47,-83.1,7.95
2020-03-03T11:23:50Z,24.47,-83.1,7.95
2020-03-03T11:23:55Z,24.47,-83.1,7.95
2020-03-03T11:24:00Z,24.47,-83.11,7.95
2020-03-03T11:24:05Z,24.47,-83.11,7.95
2020-03-03T11:24:10Z,24.47,-83.11,7.95
2020-03-03T11:24:15Z,24.47,-83.11,7.95
2020-03-03T11:24:20Z,24.47,-83.13,7.95
2020-03-03T11:24:25Z,24.47,-83.13,7.95
2020-03-03T11:24:30Z,24.47,-83.13,7.95
2020-03-03T11:24:35Z,24.45,-83.13,7.95
2020-03-03T11:24:40Z,24.45,-83.13,7.95
2020-03-03T11:24:45Z,24.45,-83.13,7.95
2020-03-03T11:24:50Z,24.45,-83.13,7.95
2020-03-03T11:24:55Z,24.45,-83.14,7.95
2020-03-03T11:25:00Z,24.45,-83.14,7.95
2020-03-03T11:25:05Z,24.45,-83.14,7.95
2020-03-03T11:25:10Z,24.45,-83.14,7.95
2020-03-03T11:25:15Z,24.45,-83.16,7.95
